               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.063455,            0.055631,            0.049505,            0.022727,                   1,              0.4975,             0.26533,            0.058019,            0.023743,            0.047607,            0.005446,            0.005446,            0.005446
                  94,            0.066907,            0.047849,            0.049601,            0.022727,                   1,              0.4975,             0.26533,            0.058019,            0.023743,            0.047607,           0.0053965,           0.0053965,           0.0053965
                  95,            0.064776,            0.048498,            0.047874,            0.022727,                   1,              0.4975,             0.26533,            0.058019,            0.023743,            0.047607,            0.005347,            0.005347,            0.005347
                  96,             0.06478,            0.048791,            0.047509,            0.022727,                   1,              0.4975,             0.26533,            0.058019,            0.023743,            0.047607,           0.0052975,           0.0052975,           0.0052975
                  97,            0.063048,            0.053734,            0.047174,            0.022222,                   1,              0.4975,             0.23643,            0.053751,            0.025097,            0.047874,            0.005248,            0.005248,            0.005248
                  98,            0.064338,            0.046712,            0.048345,            0.022222,                   1,              0.4975,             0.23643,            0.053751,            0.025097,            0.047874,           0.0051985,           0.0051985,           0.0051985
                  99,            0.064973,            0.051927,            0.047613,            0.022222,                   1,              0.4975,             0.23643,            0.053751,            0.025097,            0.047874,            0.005149,            0.005149,            0.005149
                 100,            0.061004,            0.052018,            0.048545,            0.022222,                   1,              0.4975,             0.23643,            0.053751,            0.025097,            0.047874,           0.0050995,           0.0050995,           0.0050995
                 101,            0.065736,            0.048539,            0.050691,            0.027778,                   1,               0.995,             0.37312,            0.055231,            0.025486,            0.048225,             0.00505,             0.00505,             0.00505
                 102,            0.066543,            0.052405,            0.049602,            0.027778,                   1,               0.995,             0.37312,            0.055231,            0.025486,            0.048225,           0.0050005,           0.0050005,           0.0050005
                 103,             0.06562,              0.0481,            0.047821,            0.027778,                   1,               0.995,             0.37312,            0.055231,            0.025486,            0.048225,            0.004951,            0.004951,            0.004951
                 104,            0.066823,            0.046331,            0.047756,            0.027778,                   1,               0.995,             0.37312,            0.055231,            0.025486,            0.048225,           0.0049015,           0.0049015,           0.0049015
                 105,            0.062951,            0.050401,            0.048961,            0.027027,                   1,               0.995,             0.40795,            0.053902,            0.025558,            0.048325,            0.004852,            0.004852,            0.004852
                 106,            0.060643,            0.055572,            0.049432,            0.027027,                   1,               0.995,             0.40795,            0.053902,            0.025558,            0.048325,           0.0048025,           0.0048025,           0.0048025
                 107,             0.06285,            0.054041,            0.046481,            0.027027,                   1,               0.995,             0.40795,            0.053902,            0.025558,            0.048325,            0.004753,            0.004753,            0.004753
                 108,            0.062418,            0.051249,            0.048552,            0.027027,                   1,               0.995,             0.40795,            0.053902,            0.025558,            0.048325,           0.0047035,           0.0047035,           0.0047035
                 109,            0.061719,            0.051064,            0.047194,            0.028571,                   1,               0.995,             0.33996,              0.0553,            0.024849,            0.048416,            0.004654,            0.004654,            0.004654
                 110,            0.063243,            0.057159,            0.048042,            0.028571,                   1,               0.995,             0.33996,              0.0553,            0.024849,            0.048416,           0.0046045,           0.0046045,           0.0046045
                 111,            0.060748,            0.046808,            0.051782,            0.028571,                   1,               0.995,             0.33996,              0.0553,            0.024849,            0.048416,            0.004555,            0.004555,            0.004555
                 112,            0.059698,            0.057596,            0.048347,            0.028571,                   1,               0.995,             0.33996,              0.0553,            0.024849,            0.048416,           0.0045055,           0.0045055,           0.0045055
                 113,            0.056749,            0.046611,            0.049354,            0.027027,                   1,               0.995,             0.27915,            0.053497,             0.02462,            0.048325,            0.004456,            0.004456,            0.004456
                 114,            0.056584,            0.056329,             0.04777,            0.027027,                   1,               0.995,             0.27915,            0.053497,             0.02462,            0.048325,           0.0044065,           0.0044065,           0.0044065
                 115,            0.051975,            0.061951,            0.048824,            0.027027,                   1,               0.995,             0.27915,            0.053497,             0.02462,            0.048325,            0.004357,            0.004357,            0.004357
                 116,            0.059678,            0.044243,            0.049196,            0.027027,                   1,               0.995,             0.27915,            0.053497,             0.02462,            0.048325,           0.0043075,           0.0043075,           0.0043075
                 117,            0.058053,            0.062418,            0.047529,               0.025,                   1,               0.995,             0.33167,             0.05276,            0.024288,            0.048309,            0.004258,            0.004258,            0.004258
                 118,            0.057762,            0.055013,            0.047529,               0.025,                   1,               0.995,             0.33167,             0.05276,            0.024288,            0.048309,           0.0042085,           0.0042085,           0.0042085
                 119,            0.060482,            0.048941,            0.048093,               0.025,                   1,               0.995,             0.33167,             0.05276,            0.024288,            0.048309,            0.004159,            0.004159,            0.004159
